Date,resid
2009-01-13,-0.08714409318561779
2009-01-14,-0.09632007009137722
2009-01-15,-0.10527190959831165
2009-01-16,-0.11293257336515689
2009-01-21,-0.11868798583645859
2009-01-22,-0.12366138892286146
2009-01-23,-0.12854464306078858
2009-01-26,-0.13319921963998918
2009-01-27,-0.13890821439981613
2009-01-28,-0.14319957122377447
2009-01-29,-0.1455942126854811
2009-01-30,-0.14834604289424197
2009-02-02,-0.15227264035671223
2009-02-03,-0.15476992953652519
2009-02-04,-0.15685872071236545
2009-02-05,-0.15903728914256693
2009-02-06,-0.16040688284280832
2009-02-09,-0.16197401233379558
2009-02-10,-0.16503325875427444
2009-02-11,-0.168719046329439
2009-02-12,-0.17204781977777617
2009-02-13,-0.17429972336421376
2009-02-18,-0.1774710392973519
2009-02-19,-0.1795465343587084
2009-02-20,-0.18211348680828462
2009-02-23,-0.18516093161391722
2009-02-24,-0.1876017173793644
2009-02-25,-0.18875970765328232
2009-02-26,-0.18926013584766452
2009-02-27,-0.18928188290165843
2009-03-02,-0.19083377512141825
2009-03-03,-0.19235688437198492
2009-03-04,-0.19299263513207485
2009-03-05,-0.194849403559468
2009-03-06,-0.19622391137016132
2009-03-09,-0.19768101261508675
2009-03-10,-0.19784070470714538
2009-03-11,-0.19855479001765106
2009-03-12,-0.1997520525937337
2009-03-13,-0.20041405036759857
2009-03-16,-0.2005361822206194
2009-03-17,-0.20018326015365964
2009-03-18,-0.20416010514308688
2009-03-19,-0.20744815997399332
2009-03-20,-0.21080773356275215
2009-03-23,-0.21402989779940854
2009-03-24,-0.21682858920089576
2009-03-25,-0.21883911609582862
2009-03-26,-0.2213453975712535
2009-03-27,-0.22355951562558515
2009-03-30,-0.22621613249323413
2009-03-31,-0.22924078640974932
2009-04-01,-0.23232240270737248
2009-04-02,-0.23412836413412394
2009-04-03,-0.2348768500424195
2009-04-06,-0.23531779134253347
2009-04-07,-0.23599902958369992
2009-04-08,-0.2369592980257417
2009-04-09,-0.237257815340913
2009-04-13,-0.23815061627975032
2009-04-14,-0.23975669306719496
2009-04-15,-0.2415329948189544
2009-04-16,-0.2426581286793426
2009-04-17,-0.24276564965774994
2009-04-20,-0.24395899247855682
2009-04-21,-0.24456843910180137
2009-04-22,-0.24462734931161195
2009-04-23,-0.2447425945679874
2009-04-24,-0.24433388384892127
2009-04-27,-0.2447677309927309
2009-04-28,-0.24402872625035513
2009-04-29,-0.24245175528721785
2009-04-30,-0.24045636566749284
2009-05-01,-0.23816706490450681
2009-05-04,-0.2359546246453544
2009-05-05,-0.2334775408933805
2009-05-06,-0.23123411909934352
2009-05-07,-0.22728598896492416
2009-05-08,-0.22371594278116017
2009-05-11,-0.2213365358027256
2009-05-12,-0.21898811889031466
2009-05-13,-0.21736837261531114
2009-05-14,-0.21580823378975705
2009-05-15,-0.21380946353603655
2009-05-18,-0.2108295851265353
2009-05-19,-0.2078102612551931
2009-05-20,-0.2052366944422204
2009-05-21,-0.2010281387844812
2009-05-22,-0.19602449103007394
2009-05-27,-0.18849725004625667
2009-05-28,-0.18234644402875175
2009-05-29,-0.17770589178428567
2009-06-01,-0.17093584650991359
2009-06-02,-0.16487159851802205
2009-06-03,-0.15967500131916249
2009-06-04,-0.15292038191049123
2009-06-05,-0.14528560615470268
2009-06-08,-0.1373623252576204
2009-06-09,-0.1298475577373349
2009-06-10,-0.12160588765415528
2009-06-11,-0.11431535122650725
2009-06-12,-0.10779060164318556
2009-06-15,-0.10214081385947499
2009-06-16,-0.09722085491806097
2009-06-17,-0.09209146114475511
2009-06-18,-0.08552786143755173
2009-06-19,-0.07961998616629523
2009-06-22,-0.07470824861724394
2009-06-23,-0.07050504751172591
2009-06-24,-0.07287645119592792
2009-06-25,-0.06946537877065902
2009-06-26,-0.06610289299167763
2009-06-29,-0.0631531478657196
2009-06-30,-0.0598416440270068
2009-07-01,-0.05649521332625275
2009-07-02,-0.05368107355651055
2009-07-07,-0.05827783982846419
2009-07-08,-0.05738027973945823
2009-07-09,-0.05561656366418821
2009-07-10,-0.05482418341808976
2009-07-13,-0.053482150419887325
2009-07-14,-0.05100975168150182
2009-07-15,-0.04720501967045554
2009-07-16,-0.04392504047335577
2009-07-17,-0.039852301326736755
2009-07-20,-0.036170875327653174
2009-07-21,-0.0338633969078137
2009-07-22,-0.03098235307833426
2009-07-23,-0.026973773405340642
2009-07-24,-0.02300547472837141
2009-07-27,-0.018112677353451918
2009-07-28,-0.01369951477487815
2009-07-29,-0.009550752737093746
2009-07-30,-0.006014228208453657
2009-07-31,-0.0040275779421754185
2009-08-03,-0.0005557795360249425
2009-08-04,0.0033148470400461254
2009-08-05,0.007921402543092058
2009-08-06,0.012275492311350802
2009-08-07,0.01767952723608971
2009-08-10,0.022327804902086766
2009-08-11,0.026023875077932503
2009-08-12,0.0299815850458167
2009-08-13,0.032866871609335026
2009-08-14,0.035237194222749596
2009-08-17,0.03658722706966595
2009-08-18,0.03816541943404435
2009-08-19,0.038957699685574755
2009-08-20,0.03944445104384164
2009-08-21,0.041318632681818755
2009-08-24,0.04231449511498172
